,Real_Labels,KMeans_Labels,Mini_Batch_KMeans,Hierarchical_Labels,Birch_Labels,GMM_Labels
991,0,4,2,1,1,4
992,4,3,3,3,3,3
993,2,0,4,2,2,0
994,3,2,4,0,0,2
995,3,2,0,0,0,2
996,0,1,2,1,1,1
997,0,1,2,1,1,1
998,3,2,4,0,0,2
999,0,4,2,1,1,4
1000,3,2,4,0,0,2
1001,3,2,4,0,0,2
1002,4,3,3,3,3,3
1003,3,2,4,0,0,2
1004,3,2,4,0,0,2
1005,2,0,4,2,2,0
1006,2,0,4,2,2,0
1007,1,3,4,4,4,3
1008,0,4,4,1,1,4
1009,2,0,4,2,2,0
1010,1,3,4,4,4,3
1011,4,3,3,3,3,3
1012,0,4,4,1,1,4
1013,2,0,4,2,2,0
1014,3,2,4,0,0,2
1015,3,2,4,0,0,2
1016,3,2,4,0,0,2
1017,4,3,3,3,3,3
1018,0,4,2,1,1,4
1019,3,2,0,0,0,2
1020,3,2,0,0,0,2
1021,0,1,2,1,1,1
1022,0,1,2,1,1,1
1023,2,0,4,2,2,0
1024,0,4,2,1,1,4
1025,3,2,4,0,0,2
1026,0,4,4,1,1,4
1027,1,3,4,4,4,3
1028,2,0,2,2,2,0
1029,0,4,2,1,1,4
1030,3,2,4,0,0,2
1031,0,4,4,1,1,4
1032,4,3,3,3,3,3
1033,3,2,0,0,0,2
1034,4,3,3,3,3,3
1035,4,3,3,3,3,3
1036,4,3,3,3,3,3
1037,0,4,2,1,1,4
1038,2,0,4,2,2,0
1039,2,0,4,2,2,0
1040,0,1,2,1,1,1
1041,1,3,4,4,4,3
1042,3,2,4,0,0,2
1043,1,3,4,4,4,3
1044,2,0,4,1,1,0
1045,3,2,0,0,0,2
1046,2,0,4,2,2,0
1047,1,3,4,4,4,3
1048,2,0,4,2,2,0
1049,0,4,4,1,1,4
1050,4,3,3,3,3,3
1051,4,3,3,3,3,3
1052,4,3,4,3,3,3
1053,2,0,4,2,2,0
1054,4,3,3,3,3,3
1055,3,2,4,0,0,2
1056,4,3,3,3,3,3
1057,2,0,4,2,2,0
1058,1,3,4,4,4,3
1059,1,3,4,4,4,3
1060,2,0,4,2,2,0
1061,0,1,2,1,1,1
1062,1,3,4,4,4,3
1063,0,4,2,1,1,4
1064,1,4,4,1,1,4
1065,0,1,2,1,1,1
1066,4,3,3,3,3,3
1067,4,3,3,3,3,3
1068,2,0,4,2,2,0
1069,3,2,4,0,0,2
1070,4,3,3,3,3,3
1071,4,0,4,2,2,0
1072,1,4,4,1,1,4
1073,1,3,4,4,4,3
1074,1,3,4,1,1,3
1075,0,1,2,1,1,1
1076,1,3,4,4,4,3
1077,1,3,4,4,4,3
1078,0,1,2,1,1,1
1079,3,2,4,0,0,2
1080,1,3,4,4,4,3
1081,2,0,4,2,2,0
1082,4,3,3,3,3,3
1083,0,1,2,2,2,1
1084,3,2,4,0,0,2
1085,0,4,2,1,1,4
1086,4,3,3,3,3,3
1087,3,2,4,0,0,2
1088,3,2,4,0,0,2
1089,3,2,0,0,0,2
1090,0,1,2,1,1,1
1091,1,3,3,3,3,3
1092,2,0,4,2,2,0
1093,0,1,2,1,1,1
1094,2,0,4,2,2,0
1095,2,0,4,2,2,0
1096,2,0,4,2,2,0
1097,4,3,3,3,3,3
1098,3,2,4,0,0,2
1099,2,0,4,2,2,0
1100,0,1,2,1,1,1
1101,4,3,3,3,3,3
1102,4,3,3,3,3,3
1103,2,0,4,2,2,0
1104,1,3,4,4,4,3
1105,1,3,4,4,4,3
1106,0,4,2,1,1,4
1107,1,3,4,4,4,3
1108,3,2,4,0,0,2
1109,3,2,4,1,1,2
1110,4,3,3,3,3,3
1111,3,2,4,0,0,2
1112,3,2,4,0,0,2
1113,3,2,4,0,0,2
1114,2,0,4,2,2,0
1115,1,3,3,3,3,3
1116,1,3,4,4,4,3
1117,2,0,4,2,2,0
1118,2,0,4,1,1,0
1119,0,1,2,1,1,1
1120,0,4,4,1,1,4
1121,3,2,0,0,0,2
1122,1,3,4,3,3,3
1123,1,3,4,4,4,3
1124,3,2,0,0,0,2
1125,4,3,3,3,3,3
1126,3,2,0,0,0,2
1127,4,3,3,3,3,3
1128,0,1,2,1,1,1
1129,1,3,4,4,4,3
1130,2,0,4,2,2,0
1131,1,3,4,4,4,3
1132,3,2,0,0,0,2
1133,0,4,4,1,1,4
1134,3,2,4,0,0,2
1135,0,4,4,1,1,4
1136,4,3,3,3,3,3
1137,1,3,4,1,1,3
1138,0,1,2,1,1,1
1139,3,2,0,0,0,2
1140,0,1,2,1,1,1
1141,3,2,0,0,0,2
1142,1,3,4,4,4,3
1143,0,4,4,1,1,4
1144,0,1,2,1,1,1
1145,0,4,2,1,1,4
1146,3,2,4,0,0,2
1147,0,4,4,1,1,4
1148,3,2,0,0,0,2
1149,2,0,4,2,2,0
1150,0,4,4,1,1,4
1151,3,2,4,0,0,2
1152,2,0,4,0,0,0
1153,4,3,3,3,3,3
1154,0,4,4,1,1,4
1155,0,1,2,1,1,1
1156,2,0,4,2,2,0
1157,0,4,2,1,1,4
1158,1,3,4,4,4,3
1159,3,2,4,0,0,2
1160,4,3,3,3,3,3
1161,3,2,0,0,0,2
1162,4,3,3,3,3,3
1163,1,3,4,4,4,3
1164,3,2,4,0,0,2
1165,3,2,4,0,0,2
1166,3,2,4,0,0,2
1167,4,3,3,3,3,3
1168,2,0,4,2,2,0
1169,0,4,2,1,1,4
1170,2,0,4,2,2,0
1171,2,0,4,2,2,0
1172,3,2,4,0,0,2
1173,4,3,3,3,3,3
1174,3,2,0,0,0,2
1175,0,1,2,1,1,1
1176,3,2,0,0,0,2
1177,2,0,4,1,1,0
1178,4,3,3,3,3,3
1179,1,4,4,1,1,4
1180,0,1,2,1,1,1
1181,0,4,4,1,1,4
1182,3,2,4,0,0,2
1183,3,2,4,0,0,2
1184,3,2,4,0,0,2
1185,4,3,3,3,3,3
1186,3,2,4,0,0,2
1187,2,0,4,2,2,0
1188,2,0,4,2,2,0
1189,3,2,4,0,0,2
1190,1,3,4,4,4,3
1191,4,3,3,3,3,3
1192,4,3,3,3,3,3
1193,4,3,3,3,3,3
1194,2,0,4,2,2,0
1195,0,4,4,1,1,4
1196,1,3,4,4,4,3
1197,0,1,2,1,1,1
1198,4,3,3,3,3,3
1199,3,2,0,0,0,2
1200,3,2,0,0,0,2
1201,3,2,0,0,0,2
1202,0,1,2,1,1,1
1203,1,3,4,4,4,3
1204,0,4,4,1,1,4
1205,4,3,3,3,3,3
1206,1,3,4,4,4,3
1207,2,0,4,2,2,0
1208,3,2,0,0,0,2
1209,2,0,4,2,2,0
1210,2,0,4,2,2,0
1211,1,3,4,4,4,3
1212,4,3,3,3,3,3
1213,3,2,4,0,0,2
1214,2,0,4,2,2,0
1215,2,0,4,2,2,0
1216,4,3,3,3,3,3
1217,3,2,4,0,0,2
1218,2,0,4,2,2,0
1219,4,3,3,3,3,3
1220,4,3,3,3,3,3
1221,3,2,4,0,0,2
1222,1,3,4,4,4,3
1223,3,2,4,0,0,2
1224,0,1,2,1,1,1
1225,0,1,2,1,1,1
1226,0,4,2,1,1,4
1227,3,2,4,0,0,2
1228,4,3,3,3,3,3
1229,4,3,3,3,3,3
1230,4,3,3,3,3,3
1231,3,2,4,0,0,2
1232,1,3,4,4,4,3
1233,2,0,4,2,2,0
1234,4,3,3,3,3,3
1235,2,0,4,1,1,0
1236,4,3,3,3,3,3
1237,4,3,3,3,3,3
1238,3,2,4,0,0,2
1239,3,2,4,0,0,2
1240,3,2,0,0,0,2
1241,4,3,3,3,3,3
1242,2,0,4,2,2,0
1243,0,4,4,1,1,4
1244,3,2,0,0,0,2
1245,0,1,2,1,1,1
1246,3,2,0,0,0,2
1247,2,0,4,2,2,0
1248,0,1,2,1,1,1
1249,0,4,4,1,1,4
1250,0,4,4,1,1,4
1251,3,2,0,0,0,2
1252,3,2,0,0,0,2
1253,2,0,4,2,2,0
1254,0,4,4,1,1,4
1255,4,3,4,3,3,3
1256,0,1,2,1,1,1
1257,0,1,2,1,1,1
1258,2,0,4,2,2,0
1259,2,3,4,2,2,3
1260,0,4,4,1,1,4
1261,4,3,3,3,3,3
1262,2,0,4,2,2,0
1263,3,2,4,0,0,2
1264,0,4,4,1,1,4
1265,1,3,4,4,4,3
1266,3,2,0,0,0,2
1267,3,2,4,0,0,2
1268,1,3,4,4,4,3
1269,0,3,4,4,4,3
1270,4,3,3,3,3,3
1271,4,3,3,3,3,3
1272,0,1,2,1,1,1
1273,2,0,4,2,2,0
1274,0,4,4,1,1,4
1275,0,4,4,0,0,4
1276,0,1,2,1,1,1
1277,0,1,2,1,1,1
1278,3,2,4,0,0,2
1279,1,3,4,4,4,3
1280,3,2,4,0,0,2
1281,2,0,4,2,2,0
1282,0,4,2,1,1,4
1283,0,4,4,1,1,4
1284,4,3,3,3,3,3
1285,2,0,4,2,2,0
1286,3,2,0,0,0,2
1287,1,3,4,4,4,3
1288,0,4,4,1,1,4
1289,4,3,3,3,3,3
1290,0,4,4,1,1,4
1291,1,3,4,4,4,3
1292,4,3,4,3,3,3
1293,3,2,4,0,0,2
1294,0,1,2,1,1,1
1295,4,3,3,3,3,3
1296,1,4,4,4,4,4
1297,4,3,3,3,3,3
1298,2,0,4,2,2,0
1299,0,1,2,1,1,1
1300,3,2,4,0,0,2
1301,2,0,4,2,2,0
1302,1,3,4,1,1,3
1303,3,2,4,0,0,2
1304,2,0,4,2,2,0
1305,1,3,4,4,4,3
1306,0,4,2,1,1,4
1307,2,0,4,2,2,0
1308,1,3,4,1,1,3
1309,0,0,4,2,2,0
1310,4,3,3,3,3,3
1311,1,3,4,4,4,3
1312,0,1,2,1,1,1
1313,3,2,4,0,0,2
1314,4,3,4,3,3,3
1315,3,2,4,0,0,2
1316,1,3,4,4,4,3
1317,1,3,4,4,4,3
1318,3,2,4,0,0,2
1319,1,3,4,4,4,3
1320,1,3,4,4,4,3
1321,2,0,4,2,2,0
1322,2,0,4,2,2,0
1323,3,2,0,0,0,2
1324,2,0,4,2,2,0
1325,4,3,3,3,3,3
1326,0,1,2,1,1,1
1327,4,3,3,3,3,3
1328,2,0,4,2,2,0
1329,2,0,4,2,2,0
1330,3,2,4,0,0,2
1331,1,3,4,4,4,3
1332,0,4,2,1,1,4
1333,4,3,3,3,3,3
1334,0,4,4,1,1,4
1335,3,2,4,0,0,2
1336,4,3,4,3,3,3
1337,4,3,4,3,3,3
1338,2,0,4,2,2,0
1339,2,4,4,1,1,4
1340,4,3,3,3,3,3
1341,0,4,4,1,1,4
1342,4,3,3,3,3,3
1343,3,2,4,0,0,2
1344,1,3,4,4,4,3
1345,1,3,4,4,4,3
1346,0,4,4,1,1,4
1347,3,2,4,0,0,2
1348,3,2,4,0,0,2
1349,4,4,3,3,3,4
1350,4,3,3,3,3,3
1351,0,4,4,0,0,4
1352,4,3,4,3,3,3
1353,4,3,3,3,3,3
1354,1,3,4,4,4,3
1355,3,2,0,0,0,2
1356,2,2,4,2,2,2
1357,2,0,4,2,2,0
1358,4,3,3,3,3,3
1359,3,2,0,0,0,2
1360,2,0,4,2,2,0
1361,3,2,0,0,0,2
1362,1,3,3,4,4,3
1363,1,3,4,4,4,3
1364,2,0,4,2,2,0
1365,2,0,4,2,2,0
1366,0,1,2,1,1,1
1367,1,3,4,4,4,3
1368,0,4,4,1,1,4
1369,0,1,2,1,1,1
1370,1,3,4,4,4,3
1371,1,3,4,4,4,3
1372,3,2,4,0,0,2
1373,0,1,2,1,1,1
1374,0,4,4,1,1,4
1375,4,3,4,1,1,3
1376,0,4,4,1,1,4
1377,2,0,4,2,2,0
1378,3,2,0,0,0,2
1379,2,0,4,2,2,0
1380,2,0,4,2,2,0
1381,3,2,0,0,0,2
1382,0,4,4,1,1,4
1383,0,1,2,1,1,1
1384,0,4,4,4,4,4
1385,0,1,2,1,1,1
1386,3,2,4,0,0,2
1387,2,0,4,2,2,0
1388,1,3,4,4,4,3
1389,0,1,2,1,1,1
1390,4,3,4,3,3,3
1391,4,3,3,3,3,3
1392,1,3,4,4,4,3
1393,4,3,3,3,3,3
1394,4,3,3,3,3,3
1395,0,4,4,1,1,4
1396,3,2,4,0,0,2
1397,1,3,4,4,4,3
1398,0,4,4,1,1,4
1399,0,4,4,1,1,4
1400,0,4,2,1,1,4
1401,3,2,4,0,0,2
1402,4,3,3,3,3,3
1403,3,2,4,0,0,2
1404,2,0,4,2,2,0
1405,2,0,4,2,2,0
1406,3,2,4,0,0,2
1407,4,3,3,3,3,3
1408,2,0,4,2,2,0
1409,1,3,4,3,3,3
1410,4,3,3,3,3,3
1411,2,0,4,2,2,0
1412,4,3,3,3,3,3
1413,3,2,4,0,0,2
1414,4,3,4,3,3,3
1415,2,0,4,4,4,0
1416,2,0,4,2,2,0
1417,0,1,2,1,1,1
1418,1,3,4,4,4,3
1419,4,3,3,3,3,3
1420,3,2,0,0,0,2
1421,4,3,4,3,3,3
1422,2,3,4,4,4,3
1423,2,0,4,2,2,0
1424,0,1,2,1,1,1
1425,4,3,3,3,3,3
1426,2,0,4,2,2,0
1427,0,4,4,1,1,4
1428,3,2,4,0,0,2
1429,2,0,4,2,2,0
1430,4,3,3,3,3,3
1431,0,4,4,1,1,4
1432,2,0,4,2,2,0
1433,4,3,3,3,3,3
1434,3,2,0,0,0,2
1435,3,2,0,0,0,2
1436,2,0,4,2,2,0
1437,1,3,4,4,4,3
1438,1,3,4,4,4,3
1439,1,3,3,4,4,3
1440,3,2,4,0,0,2
1441,1,3,4,4,4,3
1442,4,3,3,3,3,3
1443,3,2,4,0,0,2
1444,4,3,3,3,3,3
1445,0,4,4,1,1,4
1446,2,0,4,2,2,0
1447,0,3,4,1,1,3
1448,3,2,4,0,0,2
1449,2,0,4,2,2,0
1450,0,4,4,1,1,4
1451,3,4,4,1,1,4
1452,2,0,4,2,2,0
1453,4,3,4,3,3,3
1454,2,0,4,2,2,0
1455,1,3,4,4,4,3
1456,2,0,2,2,2,0
1457,4,3,3,3,3,3
1458,0,1,2,1,1,1
1459,4,3,3,3,3,3
1460,4,3,3,3,3,3
1461,1,3,4,4,4,3
1462,4,3,3,3,3,3
1463,2,0,4,1,1,0
1464,1,3,4,4,4,3
1465,1,3,4,4,4,3
1466,0,1,2,1,1,1
1467,3,2,0,0,0,2
1468,3,2,4,0,0,2
1469,1,3,4,4,4,3
1470,0,1,2,1,1,1
1471,3,2,0,0,0,2
1472,2,0,4,2,2,0
1473,3,2,4,0,0,2
1474,0,4,4,1,1,4
1475,2,0,2,2,2,0
1476,4,3,3,3,3,3
1477,1,3,4,1,1,3
1478,2,0,4,2,2,0
1479,0,4,2,1,1,4
1480,0,4,2,1,1,4
1481,3,2,4,0,0,2
1482,1,3,4,4,4,3
1483,4,3,4,3,3,3
1484,0,4,2,1,1,4
1485,4,2,4,3,3,2
1486,4,3,3,3,3,3
1487,0,1,2,1,1,1
1488,1,3,4,4,4,3
1489,1,3,4,4,4,3
